title,year,status,imdb_id,subtitle_available,estimated_word_count,dialogue_line_count,avg_dialogue_length,longest_monologue_words,unique_character_count,sentiment_mean,sentiment_std,sentiment_peak,exclamation_ratio,question_ratio,profanity_score,vocabulary_richness,avg_sentence_complexity,humor_indicator,romance_indicator,violence_indicator,short_punchy_count,short_punchy_density,rare_proper_noun_count,sentiment_spike
The Avengers,2012,success,tt0848228,True,10797.0,1781.0,6.0623245367770915,21.0,1.0,-0.0032444706083111,0.1094994510197073,1.0,0.0353733857383492,0.1734980348119034,2.246469833119384,0.3096919127086007,5.845695722793719,0.962772785622593,3.5301668806161746,7.862644415917844,672.0,0.3773161145423919,332.0,1.0
Furious 7,2015,success,tt2820852,True,8414.0,1462.0,5.755129958960328,16.0,0.0,-0.0024999301504089,0.1349513256967176,1.0,0.1231190150478796,0.1559507523939808,10.86065573770492,0.294672131147541,5.485006518904824,0.2049180327868852,7.786885245901639,4.918032786885246,623.0,0.4261285909712722,257.0,1.5
Frozen II,2019,success,tt4520988,True,8409.0,1940.0,4.3345360824742265,15.0,0.0,-0.0073293244556131,0.1208298505237637,1.0,0.0675257731958762,0.134020618556701,0.0,0.1862814604750088,6.174008810572687,0.3544842254519674,9.039347749025168,2.304147465437788,489.0,0.2520618556701031,201.0,1.2
Top Gun: Maverick,2022,success,tt1745960,True,8913.0,1527.0,5.836935166994106,16.0,1.0,-0.0016434422377447,0.1198339254777991,1.0,0.1054354944335298,0.1257367387033398,11.29737609329446,0.276603498542274,4.862520458265139,0.7288629737609329,2.0043731778425657,11.84402332361516,636.0,0.4165029469548134,275.0,2.0
Barbie,2023,success,tt1517268,True,12448.0,2094.0,5.944603629417383,15.0,0.0,0.0063153245459835,0.1504288303960296,1.0,0.100764087870105,0.1432664756446991,1.4019346698443853,0.2503855320342072,5.4861172322609075,0.280386933968877,9.39296228795738,1.6823216038132622,740.0,0.3533906399235912,292.0,1.3333333333333333
Avengers: Age of Ultron,2015,success,tt2395427,True,10428.0,1826.0,5.710843373493976,19.0,0.0,-0.0075694006006163,0.1207996382779072,1.0,0.0498357064622124,0.1527929901423877,2.5100401606425704,0.3068942436412316,5.134416543574594,0.502008032128514,3.514056224899598,8.701472556894243,807.0,0.4419496166484118,307.0,1.125
Black Panther,2018,success,tt1825683,True,7883.0,1574.0,5.0082592121982215,13.0,1.0,-0.0014535073143713,0.1707112902175002,1.0,0.1454891994917408,0.1365946632782719,3.43878954607978,0.326685006877579,4.783373786407767,0.687757909215956,6.189821182943604,13.067400275103164,777.0,0.4936467598475222,281.0,1.5
Harry Potter and the Deathly Hallows – Part 2,2011,success,tt1201607,True,5522.0,927.0,5.9568500539374325,17.0,1.0,-0.0069626814724853,0.150599731233119,1.0,0.058252427184466,0.2006472491909385,1.8732438339057136,0.3406181704651889,4.997285067873303,0.9366219169528568,2.497658445207618,15.922572588198562,378.0,0.4077669902912621,268.0,1.3333333333333333
Star Wars: The Last Jedi,2017,success,tt2527336,True,8111.0,1555.0,5.216077170418006,17.0,1.0,-0.0180905866195255,0.1825199171698003,1.0,0.1099678456591639,0.1266881028938906,1.273074474856779,0.3142372162104817,5.1109010712035285,0.6365372374283895,2.1217907914279652,9.972416719711436,714.0,0.4591639871382637,281.0,2.0
Aquaman,2018,success,tt1477834,True,7105.0,1134.0,6.265432098765432,16.0,0.0,-0.009341129182399,0.1410127626856316,1.0,0.1155202821869488,0.1269841269841269,6.193548387096774,0.3553548387096774,5.881622516556291,0.0,6.967741935483871,15.225806451612904,421.0,0.3712522045855379,209.0,1.5
Incredibles 2,2018,success,tt3606756,True,10827.0,2022.0,5.35459940652819,13.0,0.0,-0.0045572119385175,0.1372850352224326,1.0,0.1498516320474777,0.16864490603363,0.4778591908251035,0.2989805670595731,4.750767880649407,1.4335775724753106,9.238611022618668,3.0264415418923223,918.0,0.4540059347181009,327.0,1.3333333333333333
